id,source,reference,lead_summary,model_summary
33638005,"Mohammed Ali, of Prescot Road, Liverpool, is accused of attempting to possess a chemical weapon.
The father of two, 31, has denied the charge at the Old Bailey in London.
Using an online alias, Ali allegedly tried to order 500mg of the deadly toxin, the jury was told, which would have been enough to kill 1,400 people.
As ""Weirdos 0000"", Ali contacted a man on the black market and placed an order for the ricin, the court heard.
He went on to negotiate the deal in encrypted exchanges unaware the United States-based 'dealer' was actually an FBI agent who alerted the British authorities.
On 10 February, he took delivery of a toy car with ""special batteries"" at the home he shared with his wife and two young sons.
But instead of ricin, the five concealed packets contained a harmless powder and Ali was arrested.
The court has been told that the Bolton-born computer software programmer has displayed many traits of Asperger's syndrome.
Under cross-examination, defence clinical psychologist Alison Beck said: ""I think that so far as I understand it, Mr Ali was motivated with pushing the boundaries of what was possible with the technology.
""The relevance of the dark net was to procure ricin and that idea was implanted in his brain having watched the series Breaking Bad.""
Ali denies a charge of attempting to possess a chemical weapon between 10 January and 12 February.
The trial continues.","A man tried to buy ricin from the ""dark web"" after the idea was ""implanted in his brain"" from watching the Breaking Bad television series, a court heard.","Mohammed Ali, of Prescot Road, Liverpool, is accused of attempting to possess a chemical weapon.","Mohammed Ali, of Prescot Road, Liverpool, is accused of attempting to possess a chemical weapon.The father of two, 31, has denied the charge at the Old Bailey in London.Using an online alias, Ali allegedly tried to order 500mg of the deadly toxin, the jury was told, which would have been enough to kill 1,400 people.As ""Weirdos 0000"", Ali contacted a man on the black market and placed an order for the ricin, the court heard.He went on to negotiate the deal in encrypted exchanges unaware the United States-based 'dealer' was actually an FBI agent who alerted the British authorities.The court was told that Ali was arrested on 9 February and charged with possession of a controlled substance.On 10 February, he took delivery of a toy car with ""special batteries"" at the home he shared with his wife and two young sons.The car contained five concealed packets of ricin powder.The police said: ""We believe that this was a hoax. But it was not. ""But instead of ricrin, the five hidden packets contained a harmless powder and Ali was charged. ""The court has been told that the Bolton-born computer software programmer has displayed many traits of Asperger's syndrome"
39654348,"Bernard Hender, 19, and Doug McTavish, 39, died in the blaze above a funeral director's office in Llanrwst, Conwy county, in October 2014.
The Abergele inquest is examining if a Hotpoint dryer caused the fire.
On Thursday, a fire engineer told the hearing there was ""no compelling evidence"" it started in the dryer but he could not rule it out.
Clifford Christie, a member of the Institute of Fire Engineers, was asked to look into the cause of the fire by domestic appliance company Whirlpool.
Giving evidence on the second day of the hearing, he said the dryer was ""severely damaged"" by fire but some components on the machine were intact.
Mr Christie said he was ""satisfied"" it had not started in the timer, the motor or the drum, and there was no accumulation of lint in the machine.
But he said he could not rule out that it started in the machine's starter switch, which was not recovered following the blaze.
He also told the hearing it was possible there was a fault in an iron kept in the same room.
He said evidence given to the inquest on Wednesday that the iron was switched off might have been ""mistaken"".
On Wednesday, a tenant who lived in the flat spoke of surviving the fire.
Garry Lloyd Jones, 50, told the inquest: ""I just remember walking down the corridor to see what was going on and seeing flames coming out of the tumble dryer.
""I went down to the living area and went to the kitchen and there was nothing there but when I looked out of the kitchen window I could see an orange glow.""
Notices had previously been issued by Whirlpool telling customers to unplug Hotpoint, Creda and Indesit models manufactured between 2004 and 2015 after a potential fire risk was identified.
The inquest continues.","A tumble dryer could ""not be ruled out"" as the cause of a flat fire in which two men died, an inquest has heard.","Bernard Hender, 19, and Doug McTavish, 39, died in the blaze above a funeral director's office in Llanrwst, Conwy county, in October 2014.","Bernard Hender, 19, and Doug McTavish, 39, died in the blaze above a funeral director's office in Llanrwst, Conwy county, in October 2014.The Abergele inquest is examining if a Hotpoint dryer caused the fire.The inquest is looking into the cause of the fire, which started in the dryer's starter switch.On Thursday, a fire engineer told the hearing there was ""no compelling evidence"" it started in a dryer but he could not rule it out.Clifford Christie, a member of the Institute of Fire Engineers, was asked to look into the root causes of the blaze by domestic appliance company Whirlpool.Mr Christie gave evidence on the second day of the hearing, he said the Dryer was ""severely damaged"" by fire but some components on the machine were intact.He said the fire was caused by a faulty timer, which was not recovered following the blaze.The causeMr Christie said he was ""satisfied"" it had not start in the timer, the motor or the drum, and there was no accumulation of lint in the machine.The fire was not caused by any electrical fault, he added.But he said he couldNot rule out that"
39950399,"According to three separate analyses, a flood of automated comments to the Federal Communications Commission (FCC) was detected over the weekend.
More than 400,000 comments with remarkably similar wording have been detected in recent days.
Net neutrality proponents argue that all internet traffic should be equal.
This means that no content provider should be able to, for example, charge more for faster access to certain data.
One expert described bot activity as a new form of protest.
""Someone has gone out of their way to make these seem like real submissions,"" wrote Chris Sinchok in a blog post about the apparently automated activity.
Having downloaded the comments and associated data, Mr Sinchok noticed that the names and email addresses associated with thousands of them also turned up in lists of personal data stolen from websites.
He told the BBC that this suggested someone might be using information collected from breached databases to make the submissions look more authentic.
""It really seems like this is getting pooled from some place in an automated fashion and it's coming in at unreasonable rates,"" he said.
He added that the uniformity of the data was also a possible giveaway.
For example, many comments are essentially identical save for the occasional, small difference - such as the exact same sentence appearing in multiple comments, but with different letters capitalised each time.
And the rate at which comments were posted also seemed suspicious, starting and stopping in bursts, he added.
Other watchers, including a graduate student at the Massachusetts Institute of Technology (MIT) and another at Harvard University, have also tracked a boom in apparently automated activity directed at the site in recent days.
Earlier this month, the FCC said it had been targeted by a distributed denial of service (DDoS) attack that led to downtime for the comments system.
This followed a television appearance by comedian John Oliver in which he urged people to post comments against the proposals on the FCC's website.
""Net neutrality is such a hot-button issue and it's one of the few examples of online activism that's actually amounted to something,"" noted Prof Phil Howard at the Oxford Internet Institute.
He cited the 2014 online protests, after which President Obama stepped in to recommend that the FCC drop earlier proposals to curtail net neutrality.
""This is how people protest these days,"" said Prof Howard, referring to the apparently automated comments.
He also pointed out that a growing number of people had the necessary programming skills to do it.
However, Mr Sinchok is concerned that the bot activity will create the impression that genuine opposition to the FCC's current proposals does not really exist.
""There are people that care about this issue a lot,"" he told the BBC.
""Activity like this is really muddying the waters - and I don't want it to give [the FCC] an excuse to say, 'Hey, there's mixed support for this.'""
The FCC has not yet responded to a BBC request for comment.","Bots appear to be spamming a US regulator's website over a proposed reversal of net neutrality rules, researchers have said.","According to three separate analyses, a flood of automated comments to the Federal Communications Commission (FCC) was detected over the weekend.","According to three separate analyses, a flood of automated comments to the Federal Communications Commission (FCC) was detected over the weekend.More than 400,000 comments with remarkably similar wording have been detected in recent days.Image copyright Getty Images Image caption Anti-Net neutrality proponents argue that all internet traffic should be equal.This means that no content provider should be able to, for example, charge more for faster access to certain data.One expert described bot activity as a new form of protest.""Someone has gone out of their way to make these seem like real submissions,"" wrote Chris Sinchok in a blog post about the apparently automated activity.""It really seems like this is something that's been going on for a long time.""Having downloaded the comments and associated data, Mr Sashok noticed that the names and email addresses associated with thousands of them also turned up in lists of personal data stolen from websites.He told the BBC that this suggested someone might be using information collected from breached databases to make the submissions look more authentic.""This is something we should be very careful about,"" he said. ""It really does look like this."""
16222940,"Schools are asked to create a dedicated page on their school website and send the web address (or URL) to schoolreport@bbc.co.uk and we will link to it from the map of participating schools.
You can use the official School Report graphics, which can be found at the foot of this page.
Then, on School Report News Day on 16 March 2017, schools can upload their reports to their websites.
Here are some frequently asked questions and answers about setting up web pages.
If you're not technically minded, don't worry! The best thing to do is to speak early on to your school's IT department or the people who look after the school website.
You need to create a dedicated School Report web page on the school website so that people can find the students' work. It has to be accessible to the public, so don't use internal websites (or intranets) or pages that need a password.
Until your pupils' reports are ready, the page should contain a ""holding"" or ""come back later"" message. You can copy and paste this:
Students from this school will be making the news for real on 16 March 2017 as they take part in BBC News School Report. We aim to publish the news by 1600 GMT on News Day, so please save this page as a favourite and return to it later.
Have a click through to examples from our School Report map if you want an idea of how other schools have gone about it.
Once the page is live, email the web address (URL) to the School Report team via schoolreport@bbc.co.uk so we can link to your webpage.
As soon as possible! It saves a lot of hassle in the busy run-up to News Day when you and the School Reporters would probably rather be focusing on getting great interviews than sorting out technical issues.
As soon as your page is ready, the School Report team can link to your website from the map of participating schools. - as long as both pieces of School Report paperwork have been returned!
Once live, some schools use the page to reflect what's happening in the build-up to the News Day, for example adding team photos and encouraging pupils to post news reporting ideas.
No. It is important to create a dedicated web page, so the BBC can link directly to the students' journalistic work. The fewer the clicks, the more likely you are to retain the audience.
Also, after the News Day, the homepage of a school website will inevitably change, but creating a dedicated page means there is a permanent record of their work.
Yes. If your school has participated in School Report in previous years, you can use the existing web page, but remember to label it clearly.
Remember, you risk losing people's attention if they think your web page is out of date. A simple message at the top of the page can be helpful, such as the example mentioned above.
If you can't publish School Report content on your school website, all is not lost!
You could look at hosting stories on another website that you consider appropriate and that is in line with your school's policy. See if your local council or academy sponsor could help host your content.
Some schools have used websites such as Makewaves, a website designed to host video and audio material for educational purposes.
You could create a web page using a number of different programmes, with many people using software such as Microsoft Expression or Adobe Dreamweaver.
If you do use a site other than your school site, check the terms and conditions to make sure it is suitable for 11 to 16-year-olds and that there are no advertisements on the site.
The golden rule is to use first names only. For child protection reasons, the BBC cannot link to a page which contains the surnames of anyone younger than 18. This also applies to blog entries and comments posted on the page.
Refer to the School Report guidelines on staying safe and legal which highlight some of the issues anyone should consider when publishing content which features children. This page also offers guidance about media law issues such as copyright, libel and contempt of court as well as editorial issues such as taste and decency.
Be aware that the BBC website is very popular. By virtue of a link from the BBC, students will have a large audience but people will also be able to access other pages on the school website.
At the bottom of this page, there are some School Report graphics you can use on your dedicated web page. However, they can only be used by schools who have completed their paperwork, and within the context of the project.
It is also a good idea to incorporate the design of your school website to create a uniform look.
It is best to avoid a design which relies on large pictures as it will make pages slow to download and could put off potential viewers. However, you might like to add photographs of students taking part in School Report or the school logo.
Our agreement with the head teacher of every school taking part explicitly states that the school, not the BBC, is responsible for the school website. Teachers need to decide on the most suitable way of hosting content according to their school's social media, internet safety and child protection policies.
For this reason, we are happy to link to school websites which use YouTube (or similar video-sharing websites) to embed content, provided the school website complies with our guidelines in all other ways. We will not, however, link directly to YouTube.
Some schools have used websites such as Makewaves, a website designed to host video and audio material for educational purposes.
Providing the school website complies with our guidelines in all other ways, we are happy to link to school websites containing links to social media.
Generally though, we do not recommend including links to social media websites such as Facebook and Twitter from your school website, as they are designed to be used by children aged 13 or over. There is a risk of students experiencing cyberbullying via such sites.
If your school website contains an automated Twitter feed, you may want to look into deactivating it or at least monitoring it during the busy time around News Day.
A dedicated page means the audience can find students' work easily and quickly. It also provides a  permanent archive of students' reports and makes it clear that the reports are new and not from previous years. The page can also help avoid any potential child protection issues.
Right click the images, and select Save Picture As.","School Report gives students a real audience, by linking to their work from the BBC website.",Schools are asked to create a dedicated page on their school website and send the web address (or URL) to schoolreport@bbc.,"Schools are asked to create a dedicated page on their school website and send the web address (or URL) to schoolreport@bbc.co.uk and we will link to it from the map of participating schools.You can use the official School Report graphics, which can be found at the foot of this page.Schools can upload their reports to their own websites.Then, on School Report News Day on 16 March 2017, schools can submit their reports on their websites.How to set up a dedicated School Report pageHere are some frequently asked questions and answers about setting up web pages.If you're not technically minded, don't worry! The best thing to do is to speak early on to your school's IT department or the people who look after the school website.How do I set up my own school website?You need to be able to create your own school web page on the school's website so that people can find the students' work. It has to be accessible to the public, so don't use internal websites (or intranets) or pages that need a password.What do I need to do?Until your pupils' reports are ready, the page should contain a ""holding"" or ""come back later"" message. You"
38389507,"Her best-known films include 1938's Quai des Brumes (Port of Shadows), in which she starred alongside Jean Gabin.
She also appeared in Carol Reed's The Fallen Idol and opposite Humphrey Bogart in Passage to Marseille.
In a statement, French president Francois Hollande said she ""personified elegance and grace"".
He said: ""Michele Morgan was more than just a gaze. Her legend left its mark on many generations.""
Morgan's Cannes award came in 1946 for her role as a blind woman in La Symphonie Pastorale (Pastoral Symphony).
In later life, she received lifetime achievement accolades at the Venice Film Festival and the Cesar Awards, as well as a star on the Hollywood Walk of Fame.
Morgan was considered for the role of Ilsa Lund in Casablanca, but lost out to Ingrid Bergman when film studio RKO refused to loan her to Warner Bros.
Her film career faded with the arrival of the French New Wave in the 1960s, although she continued to work in television and on stage.
Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.","Michele Morgan, the French screen star and glamour icon who won the first best actress prize at the Cannes film festival, has died at the age of 96.","Her best-known films include 1938's Quai des Brumes (Port of Shadows), in which she starred alongside Jean Gabin.","Her best-known films include 1938's Quai des Brumes (Port of Shadows), in which she starred alongside Jean Gabin.She also appeared in Carol Reed's The Fallen Idol and opposite Humphrey Bogart in Passage to Marseille.In a statement, French president Francois Hollande said she ""personified elegance and grace"".He said: ""Michele Morgan was more than just a gaze. Her legend left its mark on many generations.""Morgan's Cannes award came in 1946 for her role as a blind woman in La Symphonie Pastorale (Pastoral Symphony).In later life, she received lifetime achievement accolades at the Venice Film Festival and the Cesar Awards, as well as a star on the Hollywood Walk of Fame.Morgan was considered for the role of Ilsa Lund in Casablanca, but lost out to Ingrid Bergman when film studio RKO refused to loan her to Warner Bros. for the film.Her film career faded with the arrival of the French New Wave in the 1960s, although she continued to work in television and on stage.Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents.If you have a story suggestion email entertainment.news@bbc"
30346384,"But that requires a very patient man or woman to select the most important periods of play.
Now scientists in Spain are trying to make that work easier by getting a computer to do it.
The technology is being designed to automatically edit a whole game down to the key moments.
The people behind it at the Polytechnic University of Catalonia have been working on it for a few years and have just published 18 pages of exactly how it works.
Arnau Raventos is the lead professor on the project.
He tells Newsbeat they have ""been working with the local television companies in Spain in order to try to make the job easier for the person who manually does the summaries currently.""
Without having to read the full report (we did that for you) - in short - it analyses what are known as key-frames.
So, every part of the match is looked over by the computer to spot tell-tale signs of when something interesting is happening.
That might be lots of players grouped together, lots of zoomed-in action, extra noise from the crowd or the sound of the referee's whistle.
Arnau calls them ""occasions"".
""We want to find specific combinations of moments in a football match. A goal is an occasion.""
We thought of an example: if a defender goes down in the penalty box, everyone groups around them, you'll hear a whistle, there's lots of faces in the shot and a penalty happens. In theory, the technology should capture that.
There is a long way to go though.
The technology could frustrate even the most lukewarm of football fans because it hasn't quite nailed exactly the magic moment - when the goal goes in.
In a test on five matches, the technology detected 70 per cent of the total goals.
""We need to be sincere,"" says Arnau. ""We need to say that at the moment it's not possible to perform a complete automatic summary just yet. It's difficult to detect all the goals.""
""However, we think it's very easy to discard those moments that are not important. For example, the panoramic views. They are easy to detect and to discard them so that already makes the job of the editor easier.""
Follow @BBCNewsbeat on Twitter and Radio1Newsbeat on YouTube",For years Match of the Day has satisfied impatient football fans by condensing a 90 minute match into a handy chunk of highlights.,But that requires a very patient man or woman to select the most important periods of play.,"But that requires a very patient man or woman to select the most important periods of play.Now scientists in Spain are trying to make that work easier by getting a computer to do it.The technology is being designed to automatically edit a whole game down to the key moments.The people behind it at the Polytechnic University of Catalonia have been working on it for a few years and have just published 18 pages of exactly how it works.Arnau Raventos is the lead professor on the project.He tells Newsbeat they have ""been working with the local television companies in Spain in order to try to make the job easier for the person who manually does the summaries currently.""He says: ""It's very simple. It's very easy to do.""Without having to read the full report (we did that for you) - in short - it analyses what are known as key-frames.""So, every part of the match is looked over by the computer to spot tell-tale signs of when something interesting is happening.""That might be lots of players grouped together, lots of zoomed-in action, extra noise from the crowd or the fact that there are a lot of people in the room.""It's a very simple process."
35436910,"The 33-year-old former Scotland Under-21 cap, who arrived from Yeovil Town in 2012, has signed until May 2017, with a further one-year option.
MacLean has scored 11 goals in 23 games for the Premiership outfit this season.
He started out with Ranges and also spells with Scunthorpe United, Sheffield Wednesday, Cardiff City, Plymouth Argyle, Aberdeen, Oxford United and Cheltenham Town.
Meanwhile, St Johnstone have sent two youth players on loan for the rest of the season, with  defender Neil Martyniuk joining Montrose in League Two and striker Greg Kerr spending time with Whitehill Welfare in the Lowland League.",St Johnstone have secured striker Steven MacLean on a contract extension.,"The 33-year-old former Scotland Under-21 cap, who arrived from Yeovil Town in 2012, has signed until May 2017, with a further one-year option.","The 33-year-old former Scotland Under-21 cap, who arrived from Yeovil Town in 2012, has signed until May 2017, with a further one-year option.MacLean has scored 11 goals in 23 games for the Premiership outfit this season.He started out with Ranges and also spells with Scunthorpe United, Sheffield Wednesday, Cardiff City, Plymouth Argyle, Aberdeen, Oxford United and Cheltenham Town.St Johnstone have also signed two youth players on loan for the rest of the season, with left-sided defender Neil Martyniuk joining Montrose in League Two and striker Greg Kerr spending time with Whitehill Welfare in the Lowland League."
29021180,"Surman, 28, arrives back at Dean Court having previously spent two spells on loan at the Championship club.
He spent last season with Bournemouth, making 39 appearances, and was also at the Cherries during the 2005-06 season.
The former England Under-21 international started his career at Southampton before joining Wolverhampton Wanderers in 2009.
Surman joined Norwich in 2010 and made 58 appearances for the Canaries.",Bournemouth have signed Norwich midfielder Andrew Surman for an undisclosed fee on a three-year deal.,"Surman, 28, arrives back at Dean Court having previously spent two spells on loan at the Championship club.","Surman, 28, arrives back at Dean Court having previously spent two spells on loan at the Championship club.He spent last season with Bournemouth, making 39 appearances, and was also at the Cherries during the 2005-06 season.The former England Under-21 international started his career at Southampton before joining Wolverhampton Wanderers in 2009.Surman joined Norwich in 2010 and made 58 appearances for the Canaries."
32713124,"The Conservatives have been given a huge confidence boost and will feel in a position to challenge in more constituencies next year, rather than just on the list.
At the party's weekly press briefing, I asked the Welsh Conservative leader Andrew RT Davies, who was elected on the list, whether he'd stand as a constituency candidate in his home turf of the Vale of Glamorgan but he said he hadn't thought about it.
Presumably those are the kind of decisions they will now feel more confident contemplating.
The party will also have a huge amount of new data on voters which it'll be able to call upon and the belief that campaigning hard on the NHS helped the Tories cross the line in places like the Vale of Clwyd and Gower.
The Conservatives feel it's them, rather than any of the other opposition parties, who have become the repository of votes from those who are disaffected by the state of the NHS.
Welsh Labour are going to hold a ""short sharp"" analysis into what went wrong.
Carwyn Jones was in line with most of the criticism of Ed Miliband when he told AMs that the party needed to appeal to small business owners who are not millionaires but who work hard.
What will be more difficult is countering the argument on the NHS, which the former minister Alun Davies believes is already lost.
Another potential difficulty for Welsh Labour will be dealing with unhappiness within the party over council re-organisation.
Bernie Attridge, the deputy leader of Flintshire Council, has tweeted saying the party needs to be careful on local government reform if it wants to retain the support of grassroots councillors.
It also seems to have been the case that Labour lost more votes to UKIP than the Conservatives, which is another challenge to overcome.
But Labour will at least have the advantage that it will be David Cameron, and not Ed Miliband, carrying out the latest round of public sector cuts that are likely to take effect sooner rather than later.
The question is whether Carwyn Jones is going to be able to turn that to his advantage when his own record in government will be under scrutiny.
Plaid Cymru's education spokesman, Simon Thomas, also in the party's weekly press briefing, said he believed Leanne Wood could portray herself as an alternative first minister because of the way she emotionally connected with people in the campaign.
The party now has a year to make that a credible proposition after it failed to gain any new seats and came fourth, behind UKIP, in the overall share of the vote, despite her unprecedented profile.
He also said that on the campaign trail people wanted to know what Plaid was going to do about the NHS and that people ""did not see the strengths"" of its arguments.
The Welsh Liberal Democrats are still licking their wounds but in a ""je ne regrette rien"" moment, the leader Kirsty Williams said she had no regrets over the coalition.
She has admitted the party failed to communicate what they were standing for. It will now hold a series of meetings across Wales as it tries to rally members for an election that it'll be able to fight unshackled of being in coalition government which was clearly a burden to many of them.",Another election is probably the last thing the public want to hear about after what we've just gone through but that's exactly what the parties at the assembly are gearing up for next year.,"The Conservatives have been given a huge confidence boost and will feel in a position to challenge in more constituencies next year, rather than just on the list.","The Conservatives have been given a huge confidence boost and will feel in a position to challenge in more constituencies next year, rather than just on the list.Image copyright Getty ImagesAt the party's weekly press briefing, I asked the Welsh Conservative leader Andrew RT Davies, who was elected as a constituency candidate in his home turf of the Vale of Glamorgan but he said he hadn't thought about it. He said: ""I don't think so.""Presumably those are the kind of decisions they will now feel more confident contemplating.The party will also have a huge amount of new data on voters which it'll be able to call upon and the belief that campaigning hard on the NHS helped the Tories cross the line in places like the Vale, Clwyd and Gower. The party will be looking at how it can use that data to make its case to the voters.The Conservatives feel it's them,rather than any of the other opposition parties, who have become the repository of votes from those who are disaffected by the state of the NHS. They are also going to have a lot of new information to share with the public.Welsh Labour are going to hold a ""short sharp"" analysis into what went wrong.Image caption Welsh Labour leader Carwyn Jones"
36684452,"In a speech he said, given the effects of the referendum vote, the government had to be ""realistic about achieving a surplus by the end of the decade"".
The target had been the chancellor's most prized goal and had been driving austerity measures in previous budgets.
But he said the economy is showing ""clear signs"" of shock following the vote to leave the European Union.
Giving a speech in Manchester, Mr Osborne said: ""The referendum is expected to produce a significant negative economic shock to our economy. How we respond will determine the impact on jobs and growth.
""We must provide fiscal credibility, continuing to be tough on the deficit while being realistic about achieving a surplus by the end of the decade.""
Labour's shadow chancellor John McDonnell welcomed the move, saying: ""Sadly the vote last Thursday for Brexit has only brought forward what was inevitable.
""The Chancellor had already dropped his other fiscal rules on welfare and debt at the Budget in March, and according to many economists he was expected to be forced to drop this one too.""
BBC business editor Kamal Ahmed says that the target was heading for the ""Treasury shredding machine"" following a speech from Home Secretary Theresa May yesterday.
In a speech launching her bid to become prime minister she said ""we should no longer seek to reach a budget surplus by the end of the parliament"".
Kamal says that Mr Osborne has now followed suit.
Nevertheless, the Treasury insists that it still wants to balance the books and ""fix the finances"".
Mr Osborne first committed himself to returning the national finances to surplus by 2020 at the Conservative Party conference in 2013 and it became policy in the July budget of 2015.
But there have been questions ever since over whether that target could be met.
Even before the referendum vote he only had ""a slightly better than 50/50 chance"" of making the target said Carl Emmerson, deputy director of the Institute for Fiscal Studies.
But the uncertainty caused by the Leave vote could hold back the economy and make creating a surplus even more difficult.
""Having voted for Brexit last week, the economy is clearly going to go into a downswing, that might be a full-blown recession, that might just be very very low growth,"" said Paul Johnson the director of the IFS.
It is sometimes easy in these incredible political times to forget that for most people ""it's the economy, stupid"" still holds true.
For the UK economy, one of the most important passages of Theresa May's speech yesterday was when she signalled that George Osborne's ""fiscal rule"" (to produce a budget surplus by 2020) was for the Treasury shredding machine.
""While it is absolutely vital that the government continues with its intention to reduce public spending and cut the budget deficit, we should no longer seek to reach a budget surplus by the end of the parliament,"" Mrs May said.
Now the chancellor has said he agrees, arguing that the government must be ""realistic"" about its fiscal targets and that austerity policies could be eased.
My Treasury sources point out that the ""rule"" can be varied in ""non-normal"" times.
And these are pretty ""non-normal"" times.
The abandonment of the fiscal target suggests the government could borrow more, presumably for investment in infrastructure and to mitigate the need for tax rises and spending cuts, if the economy does take a turn for the worse as some predict.
More from Kamal: Brexit and the easing of austerity
The Tories have been in turmoil since David Cameron announced his intention to resign following the UK's vote in favour on leaving the European Union.
In a shock development on Thursday, Boris Johnson, widely seen as the frontrunner to become prime minister, announced that he would not be running.
The BBC has learned that Justice Secretary Michael Gove is now coming under growing pressure to abandon his bid to become Tory leader.
Sources have told the BBC government ministers are trying to persuade the justice secretary to give way so the party can ""unite"" around Home Secretary Theresa May.
Mr Gove opted to stand after switching his support from Boris Johnson.
In a speech, Mr Gove said his decision to stand to become Conservative leader is driven by ""conviction"" about what is right for the UK not personal ambition.
Three other candidates have put their names forward for the Conservative leadership: Energy Minister Andrea Leadsom, MP Liam Fox and Work and Pensions Secretary Stephen Crabb.
The government borrowed Â£74.9bn in the 2015/2016 fiscal year and for the financial year so far - covering April and May - borrowing reached Â£17.9bn, Â£0.2bn higher than the same period a year ago.
It is thought that the government will now raise borrowing, so it can avoid further cuts in spending or raising taxes. It could also borrow to invest in big building projects.
""The problem of course is, you can't borrow forever,""said Paul Johnson from the IFS.
""So we'll have a few more years of more borrowing, but my guess is this is not the end of austerity, actually this means austerity will just go on for longer because we'll probably have the spending cuts and tax rises right through the 2020s to pay for this.""",Chancellor George Osborne has abandoned his target to restore government finances to a surplus by 2020.,"In a speech he said, given the effects of the referendum vote, the government had to be ""realistic about achieving a surplus by the end of the decade"".","In a speech he said, given the effects of the referendum vote, the government had to be ""realistic about achieving a surplus by the end of the decade"".The target had been the chancellor's most prized goal and had been driving austerity measures in previous budgets.But he said the economy is showing ""clear signs"" of shock following the vote to leave the European Union.Giving a speech in Manchester, Mr Osborne said: ""The referendum is expected to produce a significant negative economic shock to our economy. How we respond will determine the impact on jobs and growth.""We must provide fiscal credibility, continuing to be tough on the deficit while being realistic about achieving our surplus by- end of- decade.""Labour's shadow chancellor John McDonnell welcomed the move, saying: ""Sadly the vote last Thursday for Brexit has only brought forward what was inevitable.""The Chancellor had already dropped his other fiscal rules on welfare and debt at the Budget in March, and according to many economists he was right to do so."""
34718944,"Northern Ireland's world number three is due to tee off with Americans Dustin Johnson and Rickie Fowler at 02:45 GMT (10:45 local time) on Thursday.
The 26-year-old currently leads the Race to Dubai rankings with just three tournaments remaining.
""I'm not feeling great. I ate something a couple of nights ago and Tuesday wasn't good at all,"" he said.
""I thought I would be better Wednesday morning, but I had a piece of toast and a couple of bits of melon for breakfast and I came here and tried to hit some balls, but even just making a couple of swings my stomach was too sore.
""I just need another day of rest and hopefully I will be better tomorrow and I can play.""
Four-time major winner McIlroy is the only two-time winner of the Race to Dubai - the European Tour's season-long event - having claimed titles in 2012 and 2014.
He currently leads England's Danny Willett, Irishman Shane Lowry and South African Louis Oosthuizen.",Rory McIlroy hopes to play in the WGC-HSBC Champions event in Shanghai despite suffering with food poisoning.,Northern Ireland's world number three is due to tee off with Americans Dustin Johnson and Rickie Fowler at 02:45 GMT (10:45 local time) on Thursday.,"Northern Ireland's world number three is due to tee off with Americans Dustin Johnson and Rickie Fowler at 02:45 GMT (10:45 local time) on Thursday.The 26-year-old currently leads the Race to Dubai rankings with just three tournaments remaining.""I'm not feeling great. I ate something a couple of nights ago and Tuesday wasn't good at all,"" he said. ""I didn't feel like I was going to be able to play because I had a bit of a sore stomach and I didn't have a lot of energy to play golf. I'm just not feeling like I should be playing golf right now.""""I thought I would be better Wednesday morning, but I had to have a piece of toast and a few of bits of melon for breakfast and I came here and tried to hit some balls, but even just making the couple of swings my stomach was too sore. I just need to get back to work tomorrow morning and hopefully I will be better tomorrow and I can play.""Four-time major winner McIlroy is the only two-time winner of the Race To Dubai - the European Tour's season-long event - having claimed titles in 2012 and 2014.He currently leads England's Danny Willett, Irishman"
